country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) 
Chile,1991,female,25-34 years,29,1171500,,"37,834,793,730"
Chile,1991,female,55-74 years,16,750400,,"37,834,793,730"
Chile,1991,female,5-14 years,7,1247600,,"37,834,793,730"
Chile,1991,male,5-14 years,5,1289100,,"37,834,793,730"
Chile,1992,male,75+ years,25,118000,,"45,964,327,559"
Chile,1992,male,55-74 years,15,640000,,"45,964,327,559"
Chile,1992,male,25-34 years,162,1211000,,"45,964,327,559"
Chile,1992,male,35-54 years,17,1435000,,"45,964,327,559"
Chile,1992,male,15-24 years,94,1245000,,"45,964,327,559"
Chile,1992,female,15-24 years,29,1218000,,"45,964,327,559"
Chile,1992,female,25-34 years,25,1205000,,"45,964,327,559"
Chile,1992,female,35-54 years,27,1512000,,"45,964,327,559"
Chile,1992,female,55-74 years,12,769000,,"45,964,327,559"
Chile,1992,male,5-14 years,6,1316000,,"45,964,327,559"
Chile,1992,female,5-14 years,3,1273000,,"45,964,327,559"
Chile,1992,female,75+ years,,183000,,"45,964,327,559"
Chile,1993,male,75+ years,5,119900,,"49,297,773,130"
Chile,1993,male,55-74 years,11,649000,,"49,297,773,130"
Chile,1993,male,35-54 years,187,1509600,,"49,297,773,130"
Chile,1993,male,25-34 years,15,1213100,,"49,297,773,130"
Chile,1993,male,15-24 years,118,1237400,,"49,297,773,130"
Chile,1993,female,35-54 years,45,1555600,,"49,297,773,130"
Chile,1993,female,55-74 years,18,782200,,"49,297,773,130"
Chile,1993,female,15-24 years,26,1209600,,"49,297,773,130"
Chile,1993,female,25-34 years,24,1205200,,"49,297,773,130"
Chile,1993,male,5-14 years,9,1334500,,"49,297,773,130"
Chile,1993,female,5-14 years,3,1290200,,"49,297,773,130"
Chile,1993,female,75+ years,,200100,,"49,297,773,130"
Chile,1994,male,75+ years,33,123700,,"57,008,425,296"
Chile,1994,male,55-74 years,127,666400,,"57,008,425,296"
Chile,1994,male,25-34 years,184,1224400,,"57,008,425,296"
Chile,1994,male,35-54 years,223,1564900,,"57,008,425,296"
Chile,1994,male,15-24 years,135,1235400,,"57,008,425,296"
Chile,1994,female,25-34 years,26,1215800,,"57,008,425,296"
Chile,1994,female,55-74 years,16,799600,,"57,008,425,296"
Chile,1994,female,35-54 years,3,1609700,,"57,008,425,296"
Chile,1994,female,15-24 years,18,1206800,,"57,008,425,296"
Chile,1994,female,75+ years,3,207300,,"57,008,425,296"
Chile,1994,female,5-14 years,4,1313500,,"57,008,425,296"
Chile,1994,male,5-14 years,2,1359100,,"57,008,425,296"
Chile,1995,male,75+ years,42,133512,0.723,"73,447,063,319"
Chile,1995,male,55-74 years,144,688457,0.723,"73,447,063,319"
Chile,1995,male,35-54 years,271,1658149,0.723,"73,447,063,319"
Chile,1995,male,25-34 years,191,1229397,0.723,"73,447,063,319"
Chile,1995,male,15-24 years,149,1250060,0.723,"73,447,063,319"
Chile,1995,female,55-74 years,27,835569,0.723,"73,447,063,319"
Chile,1995,female,15-24 years,32,1219884,0.723,"73,447,063,319"
Chile,1995,female,75+ years,5,231756,0.723,"73,447,063,319"
Chile,1995,female,35-54 years,35,1697961,0.723,"73,447,063,319"
Chile,1995,female,25-34 years,2,1218604,0.723,"73,447,063,319"
Chile,1995,male,5-14 years,1,1390311,0.723,"73,447,063,319"
Chile,1995,female,5-14 years,4,1343983,0.723,"73,447,063,319"
Chile,1996,male,55-74 years,159,710072,,"78,039,572,222"
Chile,1996,male,75+ years,27,139885,,"78,039,572,222"
Chile,1996,male,35-54 years,266,1711922,,"78,039,572,222"
Chile,1996,male,25-34 years,174,1241653,,"78,039,572,222"
Chile,1996,male,15-24 years,163,1251601,,"78,039,572,222"
Chile,1996,female,15-24 years,35,1220658,,"78,039,572,222"
Chile,1996,female,55-74 years,19,857363,,"78,039,572,222"
Chile,1996,female,35-54 years,37,1749299,,"78,039,572,222"
Chile,1996,female,25-34 years,22,1230619,,"78,039,572,222"
Chile,1996,female,75+ years,4,241120,,"78,039,572,222"
Chile,1996,male,5-14 years,7,1408982,,"78,039,572,222"
Chile,1996,female,5-14 years,4,1361915,,"78,039,572,222"
Chile,1997,male,75+ years,41,145725,,"84,952,360,922"
Chile,1997,male,55-74 years,137,734236,,"84,952,360,922"
Chile,1997,male,25-34 years,185,1250037,,"84,952,360,922"
Chile,1997,male,35-54 years,26,1763823,,"84,952,360,922"
Chile,1997,male,15-24 years,147,1255098,,"84,952,360,922"
Chile,1997,female,15-24 years,47,1223306,,"84,952,360,922"
Chile,1997,female,35-54 years,4,1798922,,"84,952,360,922"
Chile,1997,female,55-74 years,17,881537,,"84,952,360,922"
Chile,1997,female,25-34 years,22,1238772,,"84,952,360,922"
Chile,1997,female,75+ years,4,250029,,"84,952,360,922"
Chile,1997,male,5-14 years,6,1422834,,"84,952,360,922"
Chile,1997,female,5-14 years,4,1375231,,"84,952,360,922"
Chile,1998,male,75+ years,42,151228,,"81,577,430,181"
Chile,1998,male,55-74 years,174,760504,,"81,577,430,181"
Chile,1998,male,35-54 years,32,1814884,,"81,577,430,181"
Chile,1998,male,25-34 years,28,1254955,,"81,577,430,181"
Chile,1998,male,15-24 years,151,1261357,,"81,577,430,181"
Chile,1998,female,75+ years,9,258839,,"81,577,430,181"
Chile,1998,female,15-24 years,37,1228590,,"81,577,430,181"
Chile,1998,female,25-34 years,3,1243432,,"81,577,430,181"
Chile,1998,female,35-54 years,4,1847894,,"81,577,430,181"
Chile,1998,female,55-74 years,12,907553,,"81,577,430,181"
Chile,1998,female,5-14 years,4,1383385,,"81,577,430,181"
Chile,1998,male,5-14 years,4,1431319,,"81,577,430,181"
Chile,1999,male,75+ years,51,156699,,"75,173,794,497"
Chile,1999,male,55-74 years,167,788056,,"75,173,794,497"
Chile,1999,male,25-34 years,222,1257020,,"75,173,794,497"
Chile,1999,male,35-54 years,323,1866819,,"75,173,794,497"
Chile,1999,male,15-24 years,137,1271218,,"75,173,794,497"
Chile,1999,female,55-74 years,26,934470,,"75,173,794,497"
Chile,1999,female,15-24 years,34,1237322,,"75,173,794,497"
Chile,1999,female,25-34 years,33,1245169,,"75,173,794,497"
Chile,1999,female,35-54 years,39,1897956,,"75,173,794,497"
Chile,1999,female,75+ years,5,268032,,"75,173,794,497"
Chile,1999,male,5-14 years,3,1434608,,"75,173,794,497"
Chile,1999,female,5-14 years,1,1386513,,"75,173,794,497"
Chile,2000,male,75+ years,66,162328,0.752,"77,860,932,152"
Chile,2000,male,55-74 years,214,816437,0.752,"77,860,932,152"
Chile,2000,male,25-34 years,35,1256699,0.752,"77,860,932,152"
Chile,2000,male,35-54 years,457,1920281,0.752,"77,860,932,152"
Chile,2000,male,15-24 years,216,1284868,0.752,"77,860,932,152"
Chile,2000,female,55-74 years,4,961724,0.752,"77,860,932,152"
Chile,2000,female,15-24 years,48,1249702,0.752,"77,860,932,152"
Chile,2000,female,35-54 years,7,1949811,0.752,"77,860,932,152"
Chile,2000,female,25-34 years,38,1244402,0.752,"77,860,932,152"
Chile,2000,female,75+ years,5,277903,0.752,"77,860,932,152"
Chile,2000,male,5-14 years,8,1433773,0.752,"77,860,932,152"
Chile,2000,female,5-14 years,6,1385647,0.752,"77,860,932,152"
Chile,2001,male,75+ years,51,170681,,"70,979,923,960"
Chile,2001,male,55-74 years,239,840928,,"70,979,923,960"
Chile,2001,male,35-54 years,54,1973130,,"70,979,923,960"
Chile,2001,male,25-34 years,297,1254746,,"70,979,923,960"
Chile,2001,male,15-24 years,253,1302835,,"70,979,923,960"
Chile,2001,female,15-24 years,6,1266054,,"70,979,923,960"
Chile,2001,female,25-34 years,53,1241466,,"70,979,923,960"
Chile,2001,female,35-54 years,85,2001968,,"70,979,923,960"
Chile,2001,female,75+ years,6,289839,,"70,979,923,960"
Chile,2001,female,55-74 years,19,986090,,"70,979,923,960"
Chile,2001,male,5-14 years,12,1430077,,"70,979,923,960"
Chile,2001,female,5-14 years,1,1381776,,"70,979,923,960"
Chile,2002,male,75+ years,62,178855,,"69,736,811,435"
Chile,2002,male,55-74 years,222,866261,,"69,736,811,435"
Chile,2002,male,35-54 years,519,2027249,,"69,736,811,435"
Chile,2002,male,25-34 years,296,1250576,,"69,736,811,435"
Chile,2002,male,15-24 years,241,1324289,,"69,736,811,435"
Chile,2002,female,35-54 years,11,2055488,,"69,736,811,435"
Chile,2002,female,75+ years,13,301961,,"69,736,811,435"
Chile,2002,female,25-34 years,46,1236130,,"69,736,811,435"
Chile,2002,female,15-24 years,47,1285841,,"69,736,811,435"
Chile,2002,female,55-74 years,34,1011017,,"69,736,811,435"
Chile,2002,male,5-14 years,17,1421716,,"69,736,811,435"
Chile,2002,female,5-14 years,5,1373457,,"69,736,811,435"
Chile,2003,male,75+ years,68,186783,,"75,643,459,840"
Chile,2003,male,55-74 years,252,893577,,"75,643,459,840"
Chile,2003,male,35-54 years,522,2080845,,"75,643,459,840"
Chile,2003,male,25-34 years,36,1245745,,"75,643,459,840"
Chile,2003,male,15-24 years,234,1347509,,"75,643,459,840"
Chile,2003,female,35-54 years,92,2108485,,"75,643,459,840"
Chile,2003,female,25-34 years,53,1229939,,"75,643,459,840"
Chile,2003,female,15-24 years,53,1307367,,"75,643,459,840"
Chile,2003,female,75+ years,12,314243,,"75,643,459,840"
Chile,2003,female,55-74 years,38,1037657,,"75,643,459,840"
Chile,2003,male,5-14 years,2,1409825,,"75,643,459,840"
Chile,2003,female,5-14 years,4,1361783,,"75,643,459,840"
Chile,2004,male,75+ years,7,194364,,"99,210,392,858"
Chile,2004,male,55-74 years,24,924415,,"99,210,392,858"
Chile,2004,male,25-34 years,315,1242337,,"99,210,392,858"
Chile,2004,male,35-54 years,537,2130985,,"99,210,392,858"
Chile,2004,male,15-24 years,295,1369726,,"99,210,392,858"
Chile,2004,female,25-34 years,66,1224969,,"99,210,392,858"
Chile,2004,female,15-24 years,59,1327931,,"99,210,392,858"
Chile,2004,female,35-54 years,94,2157866,,"99,210,392,858"
Chile,2004,female,75+ years,11,326622,,"99,210,392,858"
Chile,2004,female,55-74 years,28,1067631,,"99,210,392,858"
Chile,2004,male,5-14 years,15,1395929,,"99,210,392,858"
Chile,2004,female,5-14 years,5,1348218,,"99,210,392,858"
Chile,2005,male,75+ years,69,201597,0.788,"122,964,812,046"
Chile,2005,male,55-74 years,252,959661,0.788,"122,964,812,046"
Chile,2005,male,35-54 years,512,2175825,0.788,"122,964,812,046"
Chile,2005,male,25-34 years,279,1241761,0.788,"122,964,812,046"
Chile,2005,male,15-24 years,265,1388993,0.788,"122,964,812,046"
Chile,2005,female,35-54 years,18,2201632,0.788,"122,964,812,046"
Chile,2005,female,15-24 years,62,1345647,0.788,"122,964,812,046"
Chile,2005,female,25-34 years,49,1222631,0.788,"122,964,812,046"
Chile,2005,female,55-74 years,4,1101868,0.788,"122,964,812,046"
Chile,2005,male,5-14 years,26,1381060,0.788,"122,964,812,046"
Chile,2005,female,75+ years,6,339162,0.788,"122,964,812,046"
Chile,2005,female,5-14 years,14,1333737,0.788,"122,964,812,046"
Chile,2006,male,75+ years,82,210746,,"154,788,024,806"
Chile,2006,male,35-54 years,597,2214294,,"154,788,024,806"
Chile,2006,male,55-74 years,256,993366,,"154,788,024,806"
Chile,2006,male,25-34 years,287,1244997,,"154,788,024,806"
Chile,2006,male,15-24 years,256,1407202,,"154,788,024,806"
Chile,2006,female,35-54 years,127,2239649,,"154,788,024,806"
Chile,2006,female,15-24 years,74,1361962,,"154,788,024,806"
Chile,2006,female,25-34 years,49,1223765,,"154,788,024,806"
Chile,2006,female,55-74 years,33,1136080,,"154,788,024,806"
Chile,2006,female,75+ years,8,352617,,"154,788,024,806"
Chile,2006,male,5-14 years,2,1367172,,"154,788,024,806"
Chile,2006,female,5-14 years,6,1319746,,"154,788,024,806"
Chile,2007,male,75+ years,63,219367,,"173,605,968,179"
Chile,2007,male,55-74 years,27,1031049,,"173,605,968,179"
Chile,2007,male,25-34 years,31,1251058,,"173,605,968,179"
Chile,2007,male,35-54 years,532,2247973,,"173,605,968,179"
Chile,2007,male,15-24 years,32,1422332,,"173,605,968,179"
Chile,2007,female,15-24 years,9,1375294,,"173,605,968,179"
Chile,2007,female,25-34 years,74,1227488,,"173,605,968,179"
Chile,2007,female,35-54 years,128,2272322,,"173,605,968,179"
Chile,2007,female,55-74 years,42,1174419,,"173,605,968,179"
Chile,2007,female,75+ years,9,365832,,"173,605,968,179"
Chile,2007,male,5-14 years,19,1352835,,"173,605,968,179"
Chile,2007,female,5-14 years,9,1305466,,"173,605,968,179"
Chile,2008,male,75+ years,74,227419,,"179,638,496,279"
Chile,2008,male,25-34 years,346,1260323,,"179,638,496,279"
Chile,2008,male,55-74 years,294,1072247,,"179,638,496,279"
Chile,2008,male,35-54 years,616,2277546,,"179,638,496,279"
Chile,2008,male,15-24 years,33,1433674,,"179,638,496,279"
Chile,2008,female,15-24 years,11,1384953,,"179,638,496,279"
Chile,2008,female,25-34 years,79,1234171,,"179,638,496,279"
Chile,2008,female,35-54 years,135,2300364,,"179,638,496,279"
Chile,2008,female,55-74 years,64,1216310,,"179,638,496,279"
Chile,2008,female,75+ years,1,378855,,"179,638,496,279"
Chile,2008,female,5-14 years,16,1291313,,"179,638,496,279"
Chile,2008,male,5-14 years,14,1338486,,"179,638,496,279"
Chile,2009,male,75+ years,88,234780,,"172,389,498,445"
Chile,2009,male,25-34 years,362,1273220,,"172,389,498,445"
Chile,2009,male,55-74 years,316,1116278,,"172,389,498,445"
Chile,2009,male,35-54 years,613,2304506,,"172,389,498,445"
Chile,2009,male,15-24 years,33,1440637,,"172,389,498,445"
Chile,2009,female,15-24 years,12,1390368,,"172,389,498,445"
Chile,2009,female,25-34 years,85,1244249,,"172,389,498,445"
Chile,2009,female,35-54 years,155,2325328,,"172,389,498,445"
Chile,2009,female,55-74 years,59,1260914,,"172,389,498,445"
Chile,2009,female,75+ years,12,391659,,"172,389,498,445"
Chile,2009,male,5-14 years,15,1324547,,"172,389,498,445"
Chile,2009,female,5-14 years,11,1277663,,"172,389,498,445"
Chile,2010,male,75+ years,98,241464,0.814,"218,537,551,220"
Chile,2010,male,35-54 years,67,2329802,0.814,"218,537,551,220"
Chile,2010,male,25-34 years,37,1289792,0.814,"218,537,551,220"
Chile,2010,male,55-74 years,273,1162662,0.814,"218,537,551,220"
Chile,2010,male,15-24 years,315,1442868,0.814,"218,537,551,220"
Chile,2010,female,15-24 years,9,1391250,0.814,"218,537,551,220"
Chile,2010,female,35-54 years,15,2348223,0.814,"218,537,551,220"
Chile,2010,female,25-34 years,78,1257779,0.814,"218,537,551,220"
Chile,2010,female,55-74 years,45,1307594,0.814,"218,537,551,220"
Chile,2010,female,75+ years,1,404348,0.814,"218,537,551,220"
Chile,2010,male,5-14 years,18,1311312,0.814,"218,537,551,220"
Chile,2010,female,5-14 years,1,1264757,0.814,"218,537,551,220"
Chile,2011,male,75+ years,89,250197,0.821,"252,251,992,029"
Chile,2011,male,55-74 years,339,1205080,0.821,"252,251,992,029"
Chile,2011,male,25-34 years,33,1309717,0.821,"252,251,992,029"
Chile,2011,male,35-54 years,575,2350457,0.821,"252,251,992,029"
Chile,2011,male,15-24 years,312,1441346,0.821,"252,251,992,029"
Chile,2011,female,35-54 years,158,2367343,0.821,"252,251,992,029"
Chile,2011,female,25-34 years,67,1274974,0.821,"252,251,992,029"
Chile,2011,female,15-24 years,69,1388507,0.821,"252,251,992,029"
Chile,2011,female,55-74 years,5,1351263,0.821,"252,251,992,029"
Chile,2011,female,75+ years,14,417296,0.821,"252,251,992,029"
Chile,2011,female,5-14 years,12,1253907,0.821,"252,251,992,029"
Chile,2011,male,5-14 years,12,1300696,0.821,"252,251,992,029"
Chile,2012,male,75+ years,11,258082,0.827,"267,122,320,057"
Chile,2012,male,25-34 years,319,1333713,0.827,"267,122,320,057"
Chile,2012,male,35-54 years,555,2370451,0.827,"267,122,320,057"
Chile,2012,male,55-74 years,285,1250017,0.827,"267,122,320,057"
Chile,2012,male,15-24 years,242,1435400,0.827,"267,122,320,057"
Chile,2012,female,35-54 years,138,2385205,0.827,"267,122,320,057"
Chile,2012,female,25-34 years,62,1296016,0.827,"267,122,320,057"
Chile,2012,female,15-24 years,62,1381401,0.827,"267,122,320,057"
Chile,2012,female,55-74 years,52,1397521,0.827,"267,122,320,057"
Chile,2012,female,75+ years,1,429697,0.827,"267,122,320,057"
Chile,2012,male,5-14 years,8,1292347,0.827,"267,122,320,057"
Chile,2012,female,5-14 years,7,1245397,0.827,"267,122,320,057"
Chile,2013,male,75+ years,82,265665,0.83,"278,384,332,694"
Chile,2013,male,55-74 years,288,1296922,0.83,"278,384,332,694"
Chile,2013,male,25-34 years,298,1359760,0.83,"278,384,332,694"
Chile,2013,male,35-54 years,516,2389789,0.83,"278,384,332,694"
Chile,2013,male,15-24 years,224,1425807,0.83,"278,384,332,694"
Chile,2013,female,35-54 years,13,2401833,0.83,"278,384,332,694"
Chile,2013,female,15-24 years,6,1370723,0.83,"278,384,332,694"
Chile,2013,female,25-34 years,52,1318935,0.83,"278,384,332,694"
Chile,2013,female,55-74 years,54,1445681,0.83,"278,384,332,694"
Chile,2013,female,75+ years,14,442189,0.83,"278,384,332,694"
Chile,2013,male,5-14 years,12,1285975,0.83,"278,384,332,694"
Chile,2013,female,5-14 years,8,1238965,0.83,"278,384,332,694"
Chile,2014,male,75+ years,92,273608,0.832,"260,584,090,571"
Chile,2014,male,55-74 years,38,1345116,0.832,"260,584,090,571"
Chile,2014,male,35-54 years,536,2408469,0.832,"260,584,090,571"
Chile,2014,male,25-34 years,289,1384843,0.832,"260,584,090,571"
Chile,2014,male,15-24 years,238,1413924,0.832,"260,584,090,571"
Chile,2014,female,35-54 years,127,2417192,0.832,"260,584,090,571"
Chile,2014,female,25-34 years,6,1340788,0.832,"260,584,090,571"
Chile,2014,female,15-24 years,58,1357865,0.832,"260,584,090,571"
Chile,2014,female,55-74 years,52,1494867,0.832,"260,584,090,571"
Chile,2014,female,75+ years,8,455627,0.832,"260,584,090,571"
Chile,2014,male,5-14 years,12,1280751,0.832,"260,584,090,571"
Chile,2014,female,5-14 years,9,1233817,0.832,"260,584,090,571"
Chile,2015,male,75+ years,117,282308,,"243,999,477,738"
Chile,2015,male,55-74 years,31,1394272,,"243,999,477,738"
Chile,2015,male,35-54 years,513,2426719,,"243,999,477,738"
Chile,2015,male,25-34 years,296,1406921,,"243,999,477,738"
Chile,2015,male,15-24 years,224,1400822,,"243,999,477,738"
Chile,2015,female,35-54 years,136,2431495,,"243,999,477,738"
Chile,2015,female,55-74 years,78,1544550,,"243,999,477,738"
Chile,2015,female,25-34 years,66,1359598,,"243,999,477,738"
Chile,2015,female,15-24 years,64,1343941,,"243,999,477,738"
Chile,2015,female,75+ years,21,470618,,"243,999,477,738"
Chile,2015,female,5-14 years,13,1228869,,"243,999,477,738"
Chile,2015,male,5-14 years,9,1275612,,"243,999,477,738"
Colombia,1985,male,75+ years,21,123400,0.573,"34,894,411,352"
Colombia,1985,male,55-74 years,113,1015200,0.573,"34,894,411,352"
Colombia,1985,male,25-34 years,193,2323700,0.573,"34,894,411,352"
Colombia,1985,male,15-24 years,256,3190200,0.573,"34,894,411,352"
Colombia,1985,male,35-54 years,188,2451100,0.573,"34,894,411,352"
Colombia,1985,female,15-24 years,117,3140700,0.573,"34,894,411,352"
Colombia,1985,female,25-34 years,45,2276100,0.573,"34,894,411,352"
Colombia,1985,female,75+ years,3,174000,0.573,"34,894,411,352"
Colombia,1985,female,35-54 years,31,2403500,0.573,"34,894,411,352"
Colombia,1985,female,55-74 years,12,1150600,0.573,"34,894,411,352"
Colombia,1985,male,5-14 years,12,3443900,0.573,"34,894,411,352"
Colombia,1985,female,5-14 years,1,3360000,0.573,"34,894,411,352"
Colombia,1986,male,75+ years,13,126000,,"34,942,489,684"
Colombia,1986,male,15-24 years,26,3258100,,"34,942,489,684"
Colombia,1986,male,25-34 years,189,2373200,,"34,942,489,684"
Colombia,1986,male,55-74 years,81,1036800,,"34,942,489,684"
Colombia,1986,male,35-54 years,187,2503200,,"34,942,489,684"
Colombia,1986,female,15-24 years,121,3207600,,"34,942,489,684"
